"gene_id","Water","Drought","MeanDecreaseAccuracy","MeanDecreaseGini"
"Os08g0239900",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os09g0248900",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os09g0252700",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os10g0389900",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os10g0456600",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os10g0557900",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os11g0171350",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os12g0190000",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os12g0559200",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os12g0581600",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os12g0615100",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os12g0615600",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os01g0332150",1.00100150250438,1.00100150250438,1.00100150250438,0.00333333333333333
"Os02g0686800",1.00100150250438,1.00100150250438,1.00100150250438,0.00333333333333333
"Os03g0192600",1.00100150250438,1.00100150250438,1.00100150250438,0.00333333333333333
"Os03g0327100",1.00100150250438,1.00100150250438,1.00100150250438,0.00333333333333333
"Os03g0688450",1.00100150250438,1.00100150250438,1.00100150250438,0.00333333333333333
"Os04g0685400",1.00100150250438,1.00100150250438,1.00100150250438,0.00333333333333333
"Os05g0253301",1.00100150250438,1.00100150250438,1.00100150250438,0.00333333333333333
"Os05g0522250",1.00100150250438,1.00100150250438,1.00100150250438,0.00333333333333333
"Os07g0208500",1.00100150250438,1.00100150250438,1.00100150250438,0.00333333333333333
"Os07g0492000",1.00100150250438,1.00100150250438,1.00100150250438,0.00333333333333333
